"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1976-01-01","1976","01","01","","-14.4","","-25.6","","-20.0","","38.0","","0.0","","0.0","","0.8","","0.3","","15","","","","<31",""
"1976-01-02","1976","01","02","","-15.6","","-30.0","","-22.8","","40.8","","0.0","","0.0","","1.0","","0.8","","15","","34","","35",""
"1976-01-03","1976","01","03","","-23.9","","-33.9","","-28.9","","46.9","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"1976-01-04","1976","01","04","","-15.6","","-23.9","","-19.8","","37.8","","0.0","","0.0","","0.5","","0.5","","15","","36","","37",""
"1976-01-05","1976","01","05","","-19.4","","-32.2","","-25.8","","43.8","","0.0","","0.0","","1.3","","1.0","","13","","2","","37",""
"1976-01-06","1976","01","06","","-31.1","","-33.9","","-32.5","","50.5","","0.0","","0.0","","0.0","","0.0","","15","","27","","34",""
"1976-01-07","1976","01","07","","-33.3","","-35.0","","-34.2","","52.2","","0.0","","0.0","","0.0","","0.0","","15","","27","","35",""
"1976-01-08","1976","01","08","","-27.2","","-37.2","","-32.2","","50.2","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"1976-01-09","1976","01","09","","-16.1","","-27.8","","-22.0","","40.0","","0.0","","0.0","","0.3","","0.3","","15","","","","<31",""
"1976-01-10","1976","01","10","","-14.4","","-22.2","","-18.3","","36.3","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"1976-01-11","1976","01","11","","-11.1","","-20.0","","-15.6","","33.6","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1976-01-12","1976","01","12","","-9.4","","-21.1","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","T","15","","29","","32",""
"1976-01-13","1976","01","13","","-10.6","","-21.1","","-15.9","","33.9","","0.0","","0.0","","0.3","","0.0","T","15","","32","","40",""
"1976-01-14","1976","01","14","","-15.0","","-24.4","","-19.7","","37.7","","0.0","","0.0","","0.0","T","0.0","T","15","","11","","34",""
"1976-01-15","1976","01","15","","-12.8","","-24.4","","-18.6","","36.6","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"1976-01-16","1976","01","16","","-3.9","","-16.1","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"1976-01-17","1976","01","17","","0.0","","-5.6","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1976-01-18","1976","01","18","","3.3","","-14.4","","-5.6","","23.6","","0.0","","0.0","","0.0","T","0.0","T","15","","32","","72",""
"1976-01-19","1976","01","19","","-2.2","","-18.9","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","13","","18","","35",""
"1976-01-20","1976","01","20","","0.6","","-4.4","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"1976-01-21","1976","01","21","","-0.6","","-8.3","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","8","","11","","42",""
"1976-01-22","1976","01","22","","-0.6","","-6.1","","-3.4","","21.4","","0.0","","0.0","T","0.0","","0.0","T","8","","","","<31",""
"1976-01-23","1976","01","23","","0.0","","-6.1","","-3.1","","21.1","","0.0","","0.3","","5.1","","5.1","","8","","29","","64",""
"1976-01-24","1976","01","24","","-4.4","","-19.4","","-11.9","","29.9","","0.0","","0.0","","3.0","","2.5","","13","","32","","53",""
"1976-01-25","1976","01","25","","-16.7","","-28.3","","-22.5","","40.5","","0.0","","0.0","","0.3","","0.3","","15","","","","<31",""
"1976-01-26","1976","01","26","","-10.0","","-31.7","","-20.9","","38.9","","0.0","","0.0","","0.3","","0.3","","15","","18","","35",""
"1976-01-27","1976","01","27","","6.1","","-13.3","","-3.6","","21.6","","0.0","","1.5","","0.0","","1.5","","15","","29","","56",""
"1976-01-28","1976","01","28","","2.8","","-6.1","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","10","","29","","50",""
"1976-01-29","1976","01","29","","2.8","","-6.1","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","5","","29","","60",""
"1976-01-30","1976","01","30","","1.7","","-6.7","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","T","5","","29","","47",""
"1976-01-31","1976","01","31","","4.4","","-1.1","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","5","","29","","53",""
"1976-02-01","1976","02","01","","3.9","","-5.0","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","5","","32","","58",""
"1976-02-02","1976","02","02","","3.3","","-7.2","","-2.0","","20.0","","0.0","","0.3","","0.3","","0.5","","3","","2","","66",""
"1976-02-03","1976","02","03","","-7.2","","-21.1","","-14.2","","32.2","","0.0","","0.0","","0.5","","0.5","","3","","36","","63",""
"1976-02-04","1976","02","04","","-16.1","","-20.6","","-18.4","","36.4","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1976-02-05","1976","02","05","","-10.0","","-23.9","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1976-02-06","1976","02","06","","2.2","","-16.7","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","3","","27","","50",""
"1976-02-07","1976","02","07","","2.8","","-3.3","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","3","","29","","56",""
"1976-02-08","1976","02","08","","4.4","","-5.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","3","","25","","47",""
"1976-02-09","1976","02","09","","3.9","","-8.9","","-2.5","","20.5","","0.0","","0.0","","0.3","","0.3","","3","","32","","63",""
"1976-02-10","1976","02","10","","-8.3","","-21.1","","-14.7","","32.7","","0.0","","0.0","","1.0","","0.8","","3","","2","","47",""
"1976-02-11","1976","02","11","","-2.8","","-15.6","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1976-02-12","1976","02","12","","-8.9","","-15.0","","-12.0","","30.0","","0.0","","0.0","","1.5","","1.0","","5","","36","","39",""
"1976-02-13","1976","02","13","","-5.0","","-18.9","","-12.0","","30.0","","0.0","","0.0","","0.0","T","0.0","T","5","","14","","34",""
"1976-02-14","1976","02","14","","-5.0","","-11.1","","-8.1","","26.1","","0.0","","0.0","T","0.5","","0.3","","5","","","","<31",""
"1976-02-15","1976","02","15","","-8.3","","-11.7","","-10.0","","28.0","","0.0","","0.0","","5.1","","3.8","","8","","","","<31",""
"1976-02-16","1976","02","16","","-5.6","","-8.3","","-7.0","","25.0","","0.0","","0.0","","0.5","","0.3","","10","","","","<31",""
"1976-02-17","1976","02","17","","-6.1","","-9.4","","-7.8","","25.8","","0.0","","0.0","","0.8","","0.3","","8","","14","","37",""
"1976-02-18","1976","02","18","","-5.0","","-10.0","","-7.5","","25.5","","0.0","","0.0","","4.6","","4.1","","8","","14","","48",""
"1976-02-19","1976","02","19","","-7.8","","-17.8","","-12.8","","30.8","","0.0","","0.0","","1.3","","0.8","","13","","","","<31",""
"1976-02-20","1976","02","20","","-10.0","","-21.1","","-15.6","","33.6","","0.0","","0.0","","0.8","","0.3","","13","","","","<31",""
"1976-02-21","1976","02","21","","-4.4","","-17.2","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"1976-02-22","1976","02","22","","2.8","","-13.9","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","13","","23","","35",""
"1976-02-23","1976","02","23","","5.0","","-8.3","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","10","","27","","35",""
"1976-02-24","1976","02","24","","3.3","","-7.8","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","8","","29","","45",""
"1976-02-25","1976","02","25","","-0.6","","-9.4","","-5.0","","23.0","","0.0","","0.0","","0.8","","0.3","","5","","5","","34",""
"1976-02-26","1976","02","26","","-2.8","","-15.0","","-8.9","","26.9","","0.0","","0.0","","2.0","","1.5","","5","","5","","48",""
"1976-02-27","1976","02","27","","-11.7","","-20.6","","-16.2","","34.2","","0.0","","0.0","","2.5","","1.8","","10","","5","","53",""
"1976-02-28","1976","02","28","","-17.2","","-26.1","","-21.7","","39.7","","0.0","","0.0","","1.5","","1.3","","10","","5","","45",""
"1976-02-29","1976","02","29","","-16.7","","-27.8","","-22.3","","40.3","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1976-03-01","1976","03","01","","-16.1","","-31.1","","-23.6","","41.6","","0.0","","0.0","","1.0","","1.0","","13","","5","","37",""
"1976-03-02","1976","03","02","","-15.6","","-17.8","","-16.7","","34.7","","0.0","","0.0","","7.4","","6.1","","13","","7","","40",""
"1976-03-03","1976","03","03","","-16.7","","-26.7","","-21.7","","39.7","","0.0","","0.0","","0.0","T","0.0","T","18","","29","","32",""
"1976-03-04","1976","03","04","","-19.4","","-30.0","","-24.7","","42.7","","0.0","","0.0","","0.0","","0.0","","18","","","","<31",""
"1976-03-05","1976","03","05","","-10.0","","-31.1","","-20.6","","38.6","","0.0","","0.0","","0.0","T","0.0","T","18","","25","","37",""
"1976-03-06","1976","03","06","","-6.7","","-20.0","","-13.4","","31.4","","0.0","","0.0","","3.3","","1.8","","18","","","","<31",""
"1976-03-07","1976","03","07","","-5.6","","-22.2","","-13.9","","31.9","","0.0","","0.0","","0.0","","0.0","","20","","","","<31",""
"1976-03-08","1976","03","08","","-1.7","","-14.4","","-8.1","","26.1","","0.0","","0.0","","0.8","","0.5","","20","","","","<31",""
"1976-03-09","1976","03","09","","-13.3","","-22.2","","-17.8","","35.8","","0.0","","0.0","","0.3","","0.0","T","15","","","","<31",""
"1976-03-10","1976","03","10","","-9.4","","-18.9","","-14.2","","32.2","","0.0","","0.0","","0.0","T","0.0","T","15","","5","","34",""
"1976-03-11","1976","03","11","","-10.6","","-18.3","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1976-03-12","1976","03","12","","-6.1","","-22.2","","-14.2","","32.2","","0.0","","0.0","","0.0","T","0.0","T","15","","20","","42",""
"1976-03-13","1976","03","13","","-3.3","","-12.8","","-8.1","","26.1","","0.0","","0.0","","1.8","","1.3","","15","","34","","42",""
"1976-03-14","1976","03","14","","-7.2","","-20.0","","-13.6","","31.6","","0.0","","0.0","","0.3","","0.3","","15","","23","","37",""
"1976-03-15","1976","03","15","","-6.1","","-18.3","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1976-03-16","1976","03","16","","0.6","","-10.0","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1976-03-17","1976","03","17","","3.9","","-4.4","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1976-03-18","1976","03","18","","5.6","","-2.2","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"1976-03-19","1976","03","19","","1.1","","-2.8","","-0.9","","18.9","","0.0","","0.0","","1.3","","1.3","","5","","7","","40",""
"1976-03-20","1976","03","20","","-2.8","","-16.1","","-9.5","","27.5","","0.0","","0.0","","3.8","","2.0","","8","","34","","39",""
"1976-03-21","1976","03","21","","1.1","","-17.8","","-8.4","","26.4","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1976-03-22","1976","03","22","","0.0","","-10.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","5","","11","","45",""
"1976-03-23","1976","03","23","","-1.1","","-6.7","","-3.9","","21.9","","0.0","","0.3","","3.6","","2.8","","5","","5","","58",""
"1976-03-24","1976","03","24","","1.7","","-9.4","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","8","","11","","45",""
"1976-03-25","1976","03","25","","-1.1","","-5.0","","-3.1","","21.1","","0.0","","0.0","","0.3","","0.3","","5","","11","","45",""
"1976-03-26","1976","03","26","","2.2","","-6.7","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"1976-03-27","1976","03","27","","2.8","","-2.8","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","3","","25","","42",""
"1976-03-28","1976","03","28","","4.4","","-7.8","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1976-03-29","1976","03","29","","5.0","","-6.7","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1976-03-30","1976","03","30","","6.7","","-5.0","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1976-03-31","1976","03","31","","11.1","","0.6","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1976-04-01","1976","04","01","","4.4","","-3.9","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","T","34","","50",""
"1976-04-02","1976","04","02","","5.6","","-6.7","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1976-04-03","1976","04","03","","8.9","","-2.8","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","T","16","","48",""
"1976-04-04","1976","04","04","","12.2","","-2.8","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1976-04-05","1976","04","05","","15.6","","-1.1","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1976-04-06","1976","04","06","","14.4","","1.7","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","0","T","11","","45",""
"1976-04-07","1976","04","07","","19.4","","2.2","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","16","","45",""
"1976-04-08","1976","04","08","","21.7","","6.7","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","0","","20","","45",""
"1976-04-09","1976","04","09","","22.2","","3.9","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","0","","7","","60",""
"1976-04-10","1976","04","10","","8.9","","0.6","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","7","","53",""
"1976-04-11","1976","04","11","","15.0","","0.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","14","","45",""
"1976-04-12","1976","04","12","","25.6","","3.3","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","16","","45",""
"1976-04-13","1976","04","13","","18.9","","7.2","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","0","","20","","45",""
"1976-04-14","1976","04","14","","15.6","","3.9","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","27","","48",""
"1976-04-15","1976","04","15","","15.6","","2.2","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","0","","5","","50",""
"1976-04-16","1976","04","16","","2.2","","-3.3","","-0.6","","18.6","","0.0","","0.0","T","1.5","","1.5","","0","","5","","56",""
"1976-04-17","1976","04","17","","-1.1","","-5.0","","-3.1","","21.1","","0.0","","0.0","","4.8","","4.6","","3","","2","","37",""
"1976-04-18","1976","04","18","","4.4","","-2.8","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"1976-04-19","1976","04","19","","10.0","","-2.8","","3.6","","14.4","","0.0","","2.3","","0.0","","2.3","","0","T","","","<31",""
"1976-04-20","1976","04","20","","11.7","","-0.6","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1976-04-21","1976","04","21","","5.0","","1.7","","3.4","","14.6","","0.0","","9.4","","0.0","","9.4","","0","","9","","37",""
"1976-04-22","1976","04","22","","9.4","","1.7","","5.6","","12.4","","0.0","","2.5","","0.0","","2.5","","0","","11","","34",""
"1976-04-23","1976","04","23","","11.1","","4.4","","7.8","","10.2","","0.0","","3.8","","0.0","","3.8","","0","","20","","34",""
"1976-04-24","1976","04","24","","13.9","","2.2","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","0","","14","","48",""
"1976-04-25","1976","04","25","","15.6","","2.8","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","0","","16","","48",""
"1976-04-26","1976","04","26","","16.7","","5.0","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","0","","9","","35",""
"1976-04-27","1976","04","27","","17.2","","1.7","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","9","","34",""
"1976-04-28","1976","04","28","","16.7","","1.1","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1976-04-29","1976","04","29","","15.6","","5.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","34","","47",""
"1976-04-30","1976","04","30","","21.1","","-0.6","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","32","","50",""
"1976-05-01","1976","05","01","","10.0","","-1.7","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","0","","34","","61",""
"1976-05-02","1976","05","02","","10.6","","-5.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1976-05-03","1976","05","03","","22.2","","-1.7","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","23","","45",""
"1976-05-04","1976","05","04","","11.1","","0.0","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","0","","2","","42",""
"1976-05-05","1976","05","05","","10.0","","-4.4","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1976-05-06","1976","05","06","","15.0","","-7.2","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1976-05-07","1976","05","07","","22.2","","3.9","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","0","","29","","53",""
"1976-05-08","1976","05","08","","28.9","","6.7","","17.8","","0.2","","0.0","","0.3","","0.0","","0.3","","0","","20","","56",""
"1976-05-09","1976","05","09","","20.0","","7.2","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","0","","29","","53",""
"1976-05-10","1976","05","10","","25.0","","5.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","14","","48",""
"1976-05-11","1976","05","11","","23.9","","7.8","","15.9","","2.1","","0.0","","1.3","","0.0","","1.3","","0","","27","","66",""
"1976-05-12","1976","05","12","","18.9","","6.1","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","29","","76",""
"1976-05-13","1976","05","13","","26.7","","5.6","","16.2","","1.8","","0.0","","0.5","","0.0","","0.5","","0","","27","","63",""
"1976-05-14","1976","05","14","","17.8","","6.1","","12.0","","6.0","","0.0","","0.3","","0.0","","0.3","","0","","32","","53",""
"1976-05-15","1976","05","15","","19.4","","1.1","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","29","","51",""
"1976-05-16","1976","05","16","","22.8","","3.3","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","0","","11","","42",""
"1976-05-17","1976","05","17","","26.1","","8.9","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","16","","77",""
"1976-05-18","1976","05","18","","21.7","","2.2","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","25","","58",""
"1976-05-19","1976","05","19","","17.8","","0.6","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","0","","27","","34",""
"1976-05-20","1976","05","20","","19.4","","1.7","","10.6","","7.4","","0.0","","0.5","","0.0","","0.5","","0","","11","","53",""
"1976-05-21","1976","05","21","","19.4","","6.1","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","25","","51",""
"1976-05-22","1976","05","22","","23.9","","3.3","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1976-05-23","1976","05","23","","26.1","","11.7","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","0","","16","","58",""
"1976-05-24","1976","05","24","","23.9","","12.8","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","0","","16","","63",""
