"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1987-01-01","1987","01","01","","-0.6","","-12.8","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","8","","16","","50",""
"1987-01-02","1987","01","02","","0.4","","-8.6","","-4.1","","22.1","","0.0","","0.0","","0.4","","0.4","","7","","27","","39",""
"1987-01-03","1987","01","03","","1.1","","-12.4","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","7","","14","","35",""
"1987-01-04","1987","01","04","","3.0","","-6.3","","-1.7","","19.7","","0.0","","0.0","T","0.0","T","0.0","T","6","","20","","43",""
"1987-01-05","1987","01","05","","-5.1","","-13.9","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-06","1987","01","06","","-7.5","","-10.3","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-07","1987","01","07","","-7.1","","-13.2","","-10.2","","28.2","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-08","1987","01","08","","-5.5","","-15.3","","-10.4","","28.4","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-09","1987","01","09","","-7.2","","-17.9","","-12.6","","30.6","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-10","1987","01","10","","-1.0","","-13.4","","-7.2","","25.2","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-11","1987","01","11","","4.6","","-7.0","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-12","1987","01","12","","5.0","","-2.7","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-13","1987","01","13","","3.1","","-16.7","","-6.8","","24.8","","0.0","","0.0","","1.0","","1.0","","5","","27","","43",""
"1987-01-14","1987","01","14","","-16.4","","-25.5","","-21.0","","39.0","","0.0","","0.0","","0.0","","0.0","","5","","36","","31",""
"1987-01-15","1987","01","15","","-10.4","","-23.0","","-16.7","","34.7","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1987-01-16","1987","01","16","","-8.6","","-18.7","","-13.7","","31.7","","0.0","","0.0","","1.4","","1.2","","6","","","","<31",""
"1987-01-17","1987","01","17","","-9.7","","-22.0","","-15.9","","33.9","","0.0","","0.0","","0.8","","0.8","","6","","","","<31",""
"1987-01-18","1987","01","18","","1.0","","-17.7","","-8.4","","26.4","","0.0","","0.0","","4.2","","3.8","","9","","30","","56",""
"1987-01-19","1987","01","19","","-4.7","","-17.6","","-11.2","","29.2","","0.0","","0.0","","0.6","","0.4","","11","","31","","48",""
"1987-01-20","1987","01","20","","-0.2","","-15.3","","-7.8","","25.8","","0.0","","0.0","","2.8","","2.8","","11","","30","","67",""
"1987-01-21","1987","01","21","","-2.9","","-18.4","","-10.7","","28.7","","0.0","","0.0","","0.0","T","0.0","T","13","","34","","61",""
"1987-01-22","1987","01","22","","-9.5","","-18.1","","-13.8","","31.8","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1987-01-23","1987","01","23","","-9.6","","-19.1","","-14.4","","32.4","","0.0","","0.0","","0.2","","0.0","T","13","","","","<31",""
"1987-01-24","1987","01","24","","-13.2","","-16.7","","-15.0","","33.0","","0.0","","0.0","","0.0","T","0.0","T","13","","12","","31",""
"1987-01-25","1987","01","25","","-10.8","","-18.4","","-14.6","","32.6","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"1987-01-26","1987","01","26","","-2.2","","-14.9","","-8.6","","26.6","","0.0","","0.0","","0.0","","0.0","","13","","29","","33",""
"1987-01-27","1987","01","27","","-3.0","","-13.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1987-01-28","1987","01","28","","-2.3","","-12.7","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","13","","15","","48",""
"1987-01-29","1987","01","29","","-3.6","","-11.8","","-7.7","","25.7","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1987-01-30","1987","01","30","","1.4","","-11.4","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1987-01-31","1987","01","31","","-3.0","","-13.2","","-8.1","","26.1","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"1987-02-01","1987","02","01","","-7.7","","-16.1","","-11.9","","29.9","","0.0","","0.0","","0.6","","0.6","","12","","","","<31",""
"1987-02-02","1987","02","02","","-3.9","","-13.8","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"1987-02-03","1987","02","03","","-10.2","","-18.3","","-14.3","","32.3","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"1987-02-04","1987","02","04","","-2.4","","-15.9","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"1987-02-05","1987","02","05","","1.9","","-11.6","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"1987-02-06","1987","02","06","","2.9","","-10.1","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"1987-02-07","1987","02","07","","3.2","","-3.4","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","10","","29","","44",""
"1987-02-08","1987","02","08","","3.3","","-5.7","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"1987-02-09","1987","02","09","","1.8","","-9.6","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"1987-02-10","1987","02","10","","3.7","","-6.2","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"1987-02-11","1987","02","11","","0.5","","-8.5","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1987-02-12","1987","02","12","","2.4","","-9.5","","-3.6","","21.6","","0.0","","0.0","T","0.0","","0.0","T","5","","29","","39",""
