"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-01-01","2012","01","01","†","-4.8","","-17.0","","-10.9","","28.9","","0.0","","","M","","M","","M","","","32","","46",""
"2012-01-02","2012","01","02","†","0.0","","-17.6","","-8.8","","26.8","","0.0","","","M","","M","","M","","","18","E","46","E"
"2012-01-03","2012","01","03","†","3.4","","-6.6","","-1.6","","19.6","","0.0","","","M","","M","","M","","","32","","35",""
"2012-01-04","2012","01","04","†","5.2","","-8.7","","-1.8","","19.8","","0.0","","","M","","M","","M","","","","","<31",""
"2012-01-05","2012","01","05","†","6.5","","-3.2","","1.7","","16.3","","0.0","","","M","","M","","M","","","29","","69",""
"2012-01-06","2012","01","06","†","1.5","","-6.8","","-2.7","","20.7","","0.0","","","M","","M","","M","","","30","","56",""
"2012-01-07","2012","01","07","†","-0.7","","-11.2","","-6.0","","24.0","","0.0","","","M","","M","","M","","","","","<31",""
"2012-01-08","2012","01","08","†","7.0","","-8.5","","-0.8","","18.8","","0.0","","","M","","M","","M","","","26","","39",""
"2012-01-09","2012","01","09","†","5.3","","-5.3","","0.0","","18.0","","0.0","","","M","","M","","M","","","","","<31",""
"2012-01-10","2012","01","10","†","2.4","","-11.7","","-4.7","","22.7","","0.0","","","M","","M","","M","","","34","","63",""
"2012-01-11","2012","01","11","†","-11.6","","-19.1","","-15.4","","33.4","","0.0","","","M","","M","","M","","","34","","46",""
"2012-01-12","2012","01","12","†","-0.3","","-14.1","","-7.2","","25.2","","0.0","","","M","","M","","M","","","","","<31",""
"2012-01-13","2012","01","13","†","3.1","","-6.4","","-1.7","","19.7","","0.0","","","M","","M","","M","","","32","","46",""
"2012-01-14","2012","01","14","†","-2.3","","-13.3","","-7.8","","25.8","","0.0","","","M","","M","","M","","","1","","39",""
"2012-01-15","2012","01","15","†","-5.2","","-26.3","","-15.8","","33.8","","0.0","","","M","","M","","M","","","1","","57",""
