"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2001-01-01","2001","01","01","","-3.8","","-18.5","","-11.2","","29.2","","0.0","","0.0","T","1.4","","1.0","","20","","","","",""
"2001-01-02","2001","01","02","","0.4","","-11.4","","-5.5","","23.5","","0.0","","0.0","","0.4","","0.0","T","21","","","","",""
"2001-01-03","2001","01","03","","2.3","","-10.4","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"2001-01-04","2001","01","04","","4.0","","-8.8","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2001-01-05","2001","01","05","","2.1","","-11.0","","-4.5","","22.5","","0.0","","0.4","","0.0","","0.4","","18","","","","",""
"2001-01-06","2001","01","06","","2.4","","-2.8","","-0.2","","18.2","","0.0","","0.0","T","0.0","","0.0","T","16","","","","",""
"2001-01-07","2001","01","07","","-1.3","","-13.1","","-7.2","","25.2","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-01-08","2001","01","08","","-1.3","","-11.6","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-01-09","2001","01","09","","-1.8","","-10.9","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-01-10","2001","01","10","","-2.2","","-15.3","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"2001-01-11","2001","01","11","","-6.7","","-16.9","","-11.8","","29.8","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"2001-01-12","2001","01","12","","-9.2","","-19.7","","-14.5","","32.5","","0.0","","0.0","","0.2","","0.0","T","14","","","","",""
