"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1993-01-01","1993","01","01","","-18.5","","-37.4","","-28.0","","46.0","","0.0","","0.0","","0.4","","0.2","","22","","","","<31",""
"1993-01-02","1993","01","02","","-17.9","","-27.3","","-22.6","","40.6","","0.0","","0.0","","1.8","","1.8","","24","","","","<31",""
"1993-01-03","1993","01","03","","-16.6","","-23.7","","-20.2","","38.2","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"1993-01-04","1993","01","04","","-13.9","","-30.6","","-22.3","","40.3","","0.0","","0.0","","0.2","","0.2","","24","","","","<31",""
"1993-01-05","1993","01","05","","-24.5","","-31.1","","-27.8","","45.8","","0.0","","0.0","","0.2","","0.2","","24","","22","","32",""
"1993-01-06","1993","01","06","","-16.4","","-24.6","","-20.5","","38.5","","0.0","","0.0","","1.0","","0.8","","24","","","","<31",""
"1993-01-07","1993","01","07","","-19.7","","-33.1","","-26.4","","44.4","","0.0","","0.0","","0.0","T","0.0","T","25","","","","<31",""
"1993-01-08","1993","01","08","","-24.4","","-38.0","","-31.2","","49.2","","0.0","","0.0","","0.2","","0.2","","25","","","","<31",""
"1993-01-09","1993","01","09","","-30.2","","-37.9","","-34.1","","52.1","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-10","1993","01","10","","-21.7","","-32.9","","-27.3","","45.3","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-11","1993","01","11","","-17.7","","-30.5","","-24.1","","42.1","","0.0","","0.0","","0.2","","0.0","T","20","","","","<31",""
"1993-01-12","1993","01","12","","-21.0","","-30.9","","-26.0","","44.0","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-13","1993","01","13","","-21.8","","-28.5","","-25.2","","43.2","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-14","1993","01","14","","-22.1","","-30.9","","-26.5","","44.5","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-15","1993","01","15","","-8.8","","-27.3","","-18.1","","36.1","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-16","1993","01","16","","-7.9","","-22.1","","-15.0","","33.0","","0.0","","0.0","","0.0","T","0.0","T","20","","32","","33",""
"1993-01-17","1993","01","17","","-13.9","","-23.1","","-18.5","","36.5","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-18","1993","01","18","","-11.3","","-22.4","","-16.9","","34.9","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1993-01-19","1993","01","19","","-5.1","","-12.7","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","20","","18","","41",""
"1993-01-20","1993","01","20","","1.5","","-7.4","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","19","","18","","39",""
"1993-01-21","1993","01","21","","5.0","","-12.4","","-3.7","","21.7","","0.0","","0.0","","0.0","","0.0","","16","","28","E","46","E"
"1993-01-22","1993","01","22","","-9.3","","-18.8","","-14.1","","32.1","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1993-01-23","1993","01","23","","-12.1","","-23.3","","-17.7","","35.7","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
