"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2002-01-01","2002","01","01","","-16.7","","-24.9","","-20.8","","38.8","","0.0","","0.0","","0.2","","0.0","T","6","","","","",""
"2002-01-02","2002","01","02","","-10.9","","-21.4","","-16.2","","34.2","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2002-01-03","2002","01","03","","-9.3","","-20.4","","-14.9","","32.9","","0.0","","0.2","","0.0","","0.2","","6","","","","",""
"2002-01-04","2002","01","04","","1.1","","-12.9","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2002-01-05","2002","01","05","","-1.3","","-12.1","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2002-01-06","2002","01","06","","1.6","","-10.1","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2002-01-07","2002","01","07","","4.4","","-7.8","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-01-08","2002","01","08","","5.8","","-2.0","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2002-01-09","2002","01","09","","0.8","","-8.0","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"2002-01-10","2002","01","10","","1.4","","-9.3","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"2002-01-11","2002","01","11","","1.4","","-8.7","","-3.7","","21.7","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"2002-01-12","2002","01","12","","-0.9","","-11.5","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-01-13","2002","01","13","","0.7","","-6.2","","-2.8","","20.8","","0.0","","0.0","","0.2","","0.0","T","0","T","","","",""
"2002-01-14","2002","01","14","","-6.2","","-13.2","","-9.7","","27.7","","0.0","","0.0","","0.8","","0.2","","0","T","","","",""
"2002-01-15","2002","01","15","","-7.9","","-13.6","","-10.8","","28.8","","0.0","","0.0","","1.6","","0.2","","1","","","","",""
"2002-01-16","2002","01","16","","-9.6","","-18.2","","-13.9","","31.9","","0.0","","0.0","","1.2","","0.4","","2","","","","",""
"2002-01-17","2002","01","17","","-16.1","","-25.3","","-20.7","","38.7","","0.0","","0.0","","0.4","","0.0","T","3","","","","",""
"2002-01-18","2002","01","18","","-5.5","","-16.8","","-11.2","","29.2","","0.0","","0.0","","0.2","","0.0","T","3","","","","",""
"2002-01-19","2002","01","19","","-8.3","","-16.3","","-12.3","","30.3","","0.0","","0.0","","0.6","","0.3","","4","","","","",""
"2002-01-20","2002","01","20","","-11.8","","-20.3","","-16.1","","34.1","","0.0","","0.0","","0.4","","0.2","","4","","","","",""
"2002-01-21","2002","01","21","","-20.2","","-27.5","","-23.9","","41.9","","0.0","","0.0","","0.4","","0.0","T","4","","","","",""
"2002-01-22","2002","01","22","","-22.5","","-31.5","","-27.0","","45.0","","0.0","","0.0","","0.2","","0.0","T","4","","","","",""
"2002-01-23","2002","01","23","","-21.2","","-30.4","","-25.8","","43.8","","0.0","","0.0","","0.2","","0.0","T","4","","","","",""
"2002-01-24","2002","01","24","","-14.5","","-22.7","","-18.6","","36.6","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2002-01-25","2002","01","25","","-16.7","","-21.8","","-19.3","","37.3","","0.0","","0.0","","0.2","","0.0","T","4","","","","",""
"2002-01-26","2002","01","26","","-20.0","","-26.1","","-23.1","","41.1","","0.0","","0.0","","0.4","","0.2","","4","","","","",""
"2002-01-27","2002","01","27","","-22.5","","-33.7","","-28.1","","46.1","","0.0","","0.0","","0.8","","0.6","","5","","","","",""
"2002-01-28","2002","01","28","","-21.3","","-34.6","","-28.0","","46.0","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-01-29","2002","01","29","","-19.5","","-31.6","","-25.6","","43.6","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-01-30","2002","01","30","","-17.2","","-34.0","","-25.6","","43.6","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-01-31","2002","01","31","","-18.8","","-31.4","","-25.1","","43.1","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-02-01","2002","02","01","","-9.2","","-22.5","","-15.9","","33.9","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2002-02-02","2002","02","02","","-8.3","","-21.3","","-14.8","","32.8","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2002-02-03","2002","02","03","","-4.4","","-9.9","","-7.2","","25.2","","0.0","","0.0","","0.2","","0.0","T","5","","","","",""
"2002-02-04","2002","02","04","","-2.6","","-14.3","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2002-02-05","2002","02","05","","2.0","","-10.3","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2002-02-06","2002","02","06","","2.5","","-8.5","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2002-02-07","2002","02","07","","-4.0","","-16.0","","-10.0","","28.0","","0.0","","0.0","","0.2","","0.0","T","3","","","","",""
"2002-02-08","2002","02","08","","-9.8","","-18.3","","-14.1","","32.1","","0.0","","0.0","","0.4","","0.0","T","3","","","","",""
"2002-02-09","2002","02","09","","-4.9","","-21.0","","-13.0","","31.0","","0.0","","0.0","","0.2","","0.0","T","4","","","","",""
"2002-02-10","2002","02","10","","2.7","","-15.0","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2002-02-11","2002","02","11","","1.7","","-3.0","","-0.7","","18.7","","0.0","","0.0","","3.2","","2.5","","4","","","","",""
"2002-02-12","2002","02","12","","0.2","","-11.1","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2002-02-13","2002","02","13","","1.1","","-8.2","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2002-02-14","2002","02","14","","1.6","","-10.9","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2002-02-15","2002","02","15","","4.4","","-6.4","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2002-02-16","2002","02","16","","7.4","","-9.1","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"2002-02-17","2002","02","17","","6.5","","-3.6","","1.5","","16.5","","0.0","","0.0","","0.5","","0.5","","0","T","","","",""
"2002-02-18","2002","02","18","","-0.1","","-10.8","","-5.5","","23.5","","0.0","","0.0","","1.6","","1.5","","0","T","","","",""
"2002-02-19","2002","02","19","","-1.5","","-5.5","","-3.5","","21.5","","0.0","","0.0","","2.0","","2.0","","4","","","","",""
"2002-02-20","2002","02","20","","1.6","","-10.9","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"2002-02-21","2002","02","21","","3.4","","-13.1","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-02-22","2002","02","22","","0.1","","-9.1","","-4.5","","22.5","","0.0","","0.0","","0.4","","0.2","","0","T","","","",""
"2002-02-23","2002","02","23","","-9.2","","-22.9","","-16.1","","34.1","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
