"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1971-01-01","1971","01","01","","-7.8","","-15.6","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","20","","32","","39",""
"1971-01-02","1971","01","02","","-11.1","","-22.2","","-16.7","","34.7","","0.0","","0.0","","0.0","T","0.0","T","20","","32","","37",""
"1971-01-03","1971","01","03","","-18.9","","-26.1","","-22.5","","40.5","","0.0","","0.0","","0.0","","0.0","","20","","32","","31",""
"1971-01-04","1971","01","04","","-20.6","","-26.7","","-23.7","","41.7","","0.0","","0.0","","0.0","T","0.0","T","20","","32","","35",""
"1971-01-05","1971","01","05","","-20.6","","-26.7","","-23.7","","41.7","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1971-01-06","1971","01","06","","-11.1","","-27.2","","-19.2","","37.2","","0.0","","0.0","","0.3","","0.3","","20","","","","<31",""
"1971-01-07","1971","01","07","","-8.9","","-14.4","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"1971-01-08","1971","01","08","","-9.4","","-16.7","","-13.1","","31.1","","0.0","","0.0","","7.4","","6.1","","15","","2","","50",""
"1971-01-09","1971","01","09","","-16.1","","-28.3","","-22.2","","40.2","","0.0","","0.0","","2.3","","1.5","","23","","5","","31",""
"1971-01-10","1971","01","10","","-25.0","","-33.3","","-29.2","","47.2","","0.0","","0.0","","1.0","","0.8","","23","","5","","39",""
"1971-01-11","1971","01","11","","-28.9","","-36.1","","-32.5","","50.5","","0.0","","0.0","","0.3","","0.3","","20","","","","<31",""
"1971-01-12","1971","01","12","","-25.0","","-38.3","","-31.7","","49.7","","0.0","","0.0","","3.6","","2.8","","20","","","","<31",""
"1971-01-13","1971","01","13","","-25.0","","-35.6","","-30.3","","48.3","","0.0","","0.0","","2.8","","2.0","","23","","","","<31",""
"1971-01-14","1971","01","14","","-30.0","","-38.9","","-34.5","","52.5","","0.0","","0.0","","0.3","","0.3","","25","","","","<31",""
"1971-01-15","1971","01","15","","-22.2","","-40.6","","-31.4","","49.4","","0.0","","0.0","","0.5","","0.5","","23","","9","","53",""
"1971-01-16","1971","01","16","","-17.8","","-26.1","","-22.0","","40.0","","0.0","","0.0","","1.0","","1.0","","23","","11","","45",""
"1971-01-17","1971","01","17","","-25.6","","-31.7","","-28.7","","46.7","","0.0","","0.0","","0.0","T","0.0","T","23","","","","<31",""
"1971-01-18","1971","01","18","","-15.6","","-32.8","","-24.2","","42.2","","0.0","","0.0","","0.0","T","0.0","T","23","","14","","39",""
"1971-01-19","1971","01","19","","3.3","","-17.8","","-7.3","","25.3","","0.0","","0.0","","0.0","T","0.0","T","23","","29","","45",""
"1971-01-20","1971","01","20","","-2.8","","-16.1","","-9.5","","27.5","","0.0","","0.0","","2.3","","2.0","","23","","","","<31",""
"1971-01-21","1971","01","21","","-4.4","","-17.2","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","20","","29","","71",""
"1971-01-22","1971","01","22","","-15.0","","-24.4","","-19.7","","37.7","","0.0","","0.0","","0.0","","0.0","","18","","29","","55",""
"1971-01-23","1971","01","23","","-23.9","","-33.3","","-28.6","","46.6","","0.0","","0.0","","0.0","","0.0","","18","","","","<31",""
"1971-01-24","1971","01","24","","-25.6","","-34.4","","-30.0","","48.0","","0.0","","0.0","","0.0","","0.0","","18","","","","<31",""
"1971-01-25","1971","01","25","","-21.7","","-35.6","","-28.7","","46.7","","0.0","","0.0","","0.0","T","0.0","T","18","","","","<31",""
