"Station Name","SASKATOON DIEFENBAKER INT'L A"
"Province","SASKATCHEWAN"
"Latitude","52.17"
"Longitude","-106.72"
"Elevation","504.10"
"Climate Identifier","4057120"
"WMO Identifier","71866"
"TC Identifier","YXE"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1977-01-01","1977","01","01","","-17.9","","-28.6","","-23.3","","41.3","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1977-01-02","1977","01","02","","-17.8","","-27.2","","-22.5","","40.5","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1977-01-03","1977","01","03","","-19.3","","-26.0","","-22.7","","40.7","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1977-01-04","1977","01","04","","-16.0","","-25.2","","-20.6","","38.6","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1977-01-05","1977","01","05","","-17.0","","-24.9","","-21.0","","39.0","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1977-01-06","1977","01","06","","-13.0","","-25.3","","-19.2","","37.2","","0.0","","0.0","","1.3","","1.3","","10","","","","<31",""
"1977-01-07","1977","01","07","","-14.0","","-31.8","","-22.9","","40.9","","0.0","","0.0","","1.1","","1.1","","12","","2","","43",""
"1977-01-08","1977","01","08","","-18.3","","-34.1","","-26.2","","44.2","","0.0","","0.0","","0.3","","0.3","","10","","","","<31",""
"1977-01-09","1977","01","09","","-17.0","","-30.0","","-23.5","","41.5","","0.0","","0.0","","0.4","","0.4","","10","","34","","57",""
"1977-01-10","1977","01","10","","-24.8","","-33.0","","-28.9","","46.9","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1977-01-11","1977","01","11","","-25.6","","-34.2","","-29.9","","47.9","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1977-01-12","1977","01","12","","-17.4","","-25.9","","-21.7","","39.7","","0.0","","0.0","","1.6","","1.6","","10","","","","<31",""
"1977-01-13","1977","01","13","","-20.2","","-29.4","","-24.8","","42.8","","0.0","","0.0","","0.5","","0.5","","11","","","","<31",""
"1977-01-14","1977","01","14","","-21.4","","-32.2","","-26.8","","44.8","","0.0","","0.0","","0.3","","0.3","","12","","29","","48",""
"1977-01-15","1977","01","15","","-25.0","","-31.4","","-28.2","","46.2","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"1977-01-16","1977","01","16","","-20.1","","-32.9","","-26.5","","44.5","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"1977-01-17","1977","01","17","","-15.8","","-27.7","","-21.8","","39.8","","0.0","","0.0","","0.0","T","0.0","T","12","","15","","39",""
"1977-01-18","1977","01","18","","-4.9","","-16.2","","-10.6","","28.6","","0.0","","0.0","","0.0","T","0.0","T","12","","16","","48",""
"1977-01-19","1977","01","19","","-4.6","","-14.0","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","12","","28","","37",""
"1977-01-20","1977","01","20","","-3.6","","-14.3","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"1977-01-21","1977","01","21","","-2.0","","-12.4","","-7.2","","25.2","","0.0","","0.0","","0.0","T","0.0","T","12","","17","","43",""
"1977-01-22","1977","01","22","","0.0","","-8.2","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","11","","30","","43",""
"1977-01-23","1977","01","23","","-2.5","","-10.0","","-6.3","","24.3","","0.0","","0.0","","0.0","T","0.0","T","10","","30","","50",""
"1977-01-24","1977","01","24","","-6.1","","-15.0","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"1977-01-25","1977","01","25","","-3.4","","-16.1","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","10","","36","","56",""
"1977-01-26","1977","01","26","","-10.0","","-17.3","","-13.7","","31.7","","0.0","","0.0","","1.8","","1.8","","10","","29","","33",""
"1977-01-27","1977","01","27","","-12.0","","-34.2","","-23.1","","41.1","","0.0","","0.0","","0.0","T","0.0","T","11","","36","","44",""
"1977-01-28","1977","01","28","","-26.1","","-38.0","","-32.1","","50.1","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"1977-01-29","1977","01","29","","-20.3","","-30.7","","-25.5","","43.5","","0.0","","0.0","","0.0","","0.0","","11","","30","","41",""
"1977-01-30","1977","01","30","","-15.8","","-30.7","","-23.3","","41.3","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"1977-01-31","1977","01","31","","-9.6","","-19.2","","-14.4","","32.4","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"1977-02-01","1977","02","01","","-3.6","","-17.0","","-10.3","","28.3","","0.0","","0.0","","1.0","","1.0","","11","","34","","43",""
"1977-02-02","1977","02","02","","-1.6","","-20.2","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","11","","22","","33",""
"1977-02-03","1977","02","03","","2.5","","-5.5","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","11","","36","","44",""
"1977-02-04","1977","02","04","","-5.2","","-17.4","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"1977-02-05","1977","02","05","","-10.0","","-18.5","","-14.3","","32.3","","0.0","","0.0","","0.0","T","0.0","T","8","","17","","37",""
"1977-02-06","1977","02","06","","-1.0","","-10.5","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"1977-02-07","1977","02","07","","1.5","","-11.1","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"1977-02-08","1977","02","08","","1.8","","-8.1","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"1977-02-09","1977","02","09","","0.0","","-10.7","","-5.4","","23.4","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"1977-02-10","1977","02","10","","1.8","","-7.3","","-2.8","","20.8","","0.0","","0.0","T","0.0","T","0.0","T","6","","","","<31",""
"1977-02-11","1977","02","11","","1.8","","-6.3","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","T","6","","33","","63",""
"1977-02-12","1977","02","12","","0.3","","-10.5","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1977-02-13","1977","02","13","","-6.2","","-9.6","","-7.9","","25.9","","0.0","","0.0","","1.3","","1.3","","5","","","","<31",""
"1977-02-14","1977","02","14","","-7.5","","-17.2","","-12.4","","30.4","","0.0","","0.0","","1.8","","1.8","","7","","","","<31",""
"1977-02-15","1977","02","15","","3.1","","-7.6","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","7","","28","","37",""
"1977-02-16","1977","02","16","","3.3","","-9.3","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1977-02-17","1977","02","17","","2.9","","-9.4","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","5","","29","","41",""
"1977-02-18","1977","02","18","","0.7","","-11.3","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","4","","30","","39",""
"1977-02-19","1977","02","19","","1.6","","-13.0","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"1977-02-20","1977","02","20","","5.2","","-10.3","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"1977-02-21","1977","02","21","","1.5","","-10.5","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1977-02-22","1977","02","22","","-3.3","","-8.4","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1977-02-23","1977","02","23","","-0.9","","-6.5","","-3.7","","21.7","","0.0","","0.0","T","0.3","","0.3","","3","","","","<31",""
"1977-02-24","1977","02","24","","-0.3","","-10.0","","-5.2","","23.2","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1977-02-25","1977","02","25","","0.5","","-14.6","","-7.1","","25.1","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1977-02-26","1977","02","26","","-2.0","","-14.2","","-8.1","","26.1","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1977-02-27","1977","02","27","","-6.4","","-18.7","","-12.6","","30.6","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1977-02-28","1977","02","28","","-2.3","","-13.2","","-7.8","","25.8","","0.0","","0.0","","0.3","","0.3","","3","","","","<31",""
"1977-03-01","1977","03","01","","-0.7","","-15.6","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1977-03-02","1977","03","02","","-0.2","","-13.0","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1977-03-03","1977","03","03","","1.9","","-9.8","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1977-03-04","1977","03","04","","1.8","","-12.1","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1977-03-05","1977","03","05","","4.2","","-12.4","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1977-03-06","1977","03","06","","6.5","","-3.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"1977-03-07","1977","03","07","","10.2","","-1.0","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"1977-03-08","1977","03","08","","9.4","","-0.1","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","0","T","25","","81",""
"1977-03-09","1977","03","09","","8.8","","-4.0","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","0","T","11","","39",""
"1977-03-10","1977","03","10","","4.4","","-0.6","","1.9","","16.1","","0.0","","0.5","","0.0","","0.5","","0","T","29","","41",""
"1977-03-11","1977","03","11","","7.4","","-3.3","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","0","T","16","","37",""
"1977-03-12","1977","03","12","","9.3","","0.6","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","T","15","","50",""
"1977-03-13","1977","03","13","","5.1","","-2.3","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","0","","16","","39",""
"1977-03-14","1977","03","14","","1.2","","-5.8","","-2.3","","20.3","","0.0","","0.0","","2.1","","2.0","","1","","29","","46",""
